fecha,distrito,precio_m2,variacion_mensual,variacion_trimestral,variacion_anual
01-2012,Moncloa-Aravaca,"11,6","-1,3","-5,8","-6,6"
12-2011,Moncloa-Aravaca,"11,7","-2,5","-4,5","-6,3"
11-2011,Moncloa-Aravaca,12,-2,"-2,3","-5,2"
10-2011,Moncloa-Aravaca,"12,3",0,"-0,3",-4
09-2011,Moncloa-Aravaca,"12,3","-0,2","-0,3","-5,1"
08-2011,Moncloa-Aravaca,"12,3","-0,1","1,1","-5,4"
07-2011,Moncloa-Aravaca,"12,3","0,1","1,4","-6,8"
06-2011,Moncloa-Aravaca,"12,3","1,1",-1,"-6,8"
05-2011,Moncloa-Aravaca,"12,2","0,2",-2,"-6,8"
04-2011,Moncloa-Aravaca,"12,1","-2,4","-1,9","-7,3"
03-2011,Moncloa-Aravaca,"12,4","0,1","-0,6","-5,8"
02-2011,Moncloa-Aravaca,"12,4","0,3","-2,1","-8,5"
01-2011,Moncloa-Aravaca,"12,4","-1,1","-3,2","-6,9"
12-2010,Moncloa-Aravaca,"12,5","-1,4","-3,3",-6
11-2010,Moncloa-Aravaca,"12,7","-0,8","-2,5","-5,5"
10-2010,Moncloa-Aravaca,"12,8","-1,2","-3,3",-5
09-2010,Moncloa-Aravaca,"12,9","-0,5",-2,"-5,3"
08-2010,Moncloa-Aravaca,13,"-1,6","-0,4","-3,2"
07-2010,Moncloa-Aravaca,"13,2","0,1","0,8","-1,5"
06-2010,Moncloa-Aravaca,"13,2","1,2",0,
05-2010,Moncloa-Aravaca,13,"-0,4","-3,8",
04-2010,Moncloa-Aravaca,"13,1","-0,8","-1,4",
03-2010,Moncloa-Aravaca,"13,2","-2,7","-0,8",
02-2010,Moncloa-Aravaca,"13,6","2,1","1,1",
01-2010,Moncloa-Aravaca,"13,3","-0,1","-1,2",
12-2009,Moncloa-Aravaca,"13,3","-0,8","-2,6",
11-2009,Moncloa-Aravaca,"13,4","-0,2","-0,1",
10-2009,Moncloa-Aravaca,"13,4","-1,6","0,3",
09-2009,Moncloa-Aravaca,"13,6","1,8",,
08-2009,Moncloa-Aravaca,"13,4","0,1",,
07-2009,Moncloa-Aravaca,"13,4",,,
06-2009,Moncloa-Aravaca,,,,
05-2009,Moncloa-Aravaca,,,,
04-2009,Moncloa-Aravaca,,,,
03-2009,Moncloa-Aravaca,,,,
02-2009,Moncloa-Aravaca,,,,
01-2009,Moncloa-Aravaca,,,,
12-2008,Moncloa-Aravaca,,,,
11-2008,Moncloa-Aravaca,,,,
10-2008,Moncloa-Aravaca,,,,
09-2008,Moncloa-Aravaca,,,,
08-2008,Moncloa-Aravaca,,,,
07-2008,Moncloa-Aravaca,,,,
06-2008,Moncloa-Aravaca,,,,
05-2008,Moncloa-Aravaca,,,,
04-2008,Moncloa-Aravaca,,,,
03-2008,Moncloa-Aravaca,,,,
02-2008,Moncloa-Aravaca,,,,
01-2008,Moncloa-Aravaca,,,,
12-2007,Moncloa-Aravaca,,,,
11-2007,Moncloa-Aravaca,,,,
10-2007,Moncloa-Aravaca,,,,
09-2007,Moncloa-Aravaca,,,,
08-2007,Moncloa-Aravaca,,,,
07-2007,Moncloa-Aravaca,,,,
06-2007,Moncloa-Aravaca,,,,
05-2007,Moncloa-Aravaca,,,,
04-2007,Moncloa-Aravaca,,,,
03-2007,Moncloa-Aravaca,,,,
02-2007,Moncloa-Aravaca,,,,
01-2007,Moncloa-Aravaca,,,,
12-2006,Moncloa-Aravaca,,,,
11-2006,Moncloa-Aravaca,,,,
10-2006,Moncloa-Aravaca,,,,
09-2006,Moncloa-Aravaca,,,,
08-2006,Moncloa-Aravaca,,,,
07-2006,Moncloa-Aravaca,,,,
06-2006,Moncloa-Aravaca,,,,
05-2006,Moncloa-Aravaca,,,,
04-2006,Moncloa-Aravaca,,,,
03-2006,Moncloa-Aravaca,,,,
02-2006,Moncloa-Aravaca,,,,
01-2006,Moncloa-Aravaca,,,,
04-2024,Moratalaz,"14,2","4,9","4,8","17,2"
03-2024,Moratalaz,"13,5","3,5","-1,8","10,6"
02-2024,Moratalaz,"13,1","-3,4","-3,9","8,1"
01-2024,Moratalaz,"13,6","-1,7","3,8","12,1"
12-2023,Moratalaz,"13,8","1,2","8,2",15
11-2023,Moratalaz,"13,6","4,3","8,3","14,1"
10-2023,Moratalaz,"13,1","2,5","5,4","8,8"
09-2023,Moratalaz,"12,7","1,4","4,7","5,8"
08-2023,Moratalaz,"12,6","1,5","4,6","5,4"
07-2023,Moratalaz,"12,4","1,7","2,2","9,3"
06-2023,Moratalaz,"12,2","1,3","-0,5","7,7"
05-2023,Moratalaz,12,"-0,9","-0,8","5,3"
04-2023,Moratalaz,"12,1",-1,"0,3",8
03-2023,Moratalaz,"12,2","1,1","2,1","9,5"
02-2023,Moratalaz,"12,1","0,2","1,5",9
01-2023,Moratalaz,"12,1","0,8","0,7","9,1"
12-2022,Moratalaz,12,"0,5","-0,5","8,3"
11-2022,Moratalaz,"11,9","-0,6","0,1","8,9"
10-2022,Moratalaz,12,"-0,4","5,9","10,8"
09-2022,Moratalaz,12,1,"6,6","11,8"
08-2022,Moratalaz,"11,9","5,2","4,5","8,6"
07-2022,Moratalaz,"11,3","0,3",1,"1,9"
06-2022,Moratalaz,"11,3",-1,"1,1","2,9"
05-2022,Moratalaz,"11,4","1,7","2,7","5,4"
04-2022,Moratalaz,"11,2","0,4","1,3","2,8"
03-2022,Moratalaz,"11,2","0,6","0,9","3,3"
02-2022,Moratalaz,"11,1","0,3","1,4","3,2"
01-2022,Moratalaz,"11,1",0,"2,3","2,5"
12-2021,Moratalaz,"11,1","1,1","2,8","1,5"
11-2021,Moratalaz,11,"1,2","-0,1",-3
10-2021,Moratalaz,"10,8","0,6","-2,6","-4,4"
09-2021,Moratalaz,"10,8","-1,8","-1,9","-5,6"
08-2021,Moratalaz,11,"-1,4","1,3","-5,3"
07-2021,Moratalaz,"11,1","1,3","1,9","-5,4"
06-2021,Moratalaz,11,"1,4","1,5","-7,1"
05-2021,Moratalaz,"10,8","-0,8","0,6","-9,7"
04-2021,Moratalaz,"10,9","0,9",1,"-10,1"
03-2021,Moratalaz,"10,8","0,5","-0,8","-8,5"
02-2021,Moratalaz,"10,8","-0,4","-4,7","-5,2"
01-2021,Moratalaz,"10,8","-0,9","-4,6","-3,8"
12-2020,Moratalaz,"10,9","-3,5","-4,4",-3
11-2020,Moratalaz,"11,3","-0,3","-2,5","0,2"
10-2020,Moratalaz,"11,3","-0,7","-3,7","1,5"
09-2020,Moratalaz,"11,4","-1,6","-3,5","0,8"
08-2020,Moratalaz,"11,6","-1,5","-3,4","4,5"
07-2020,Moratalaz,"11,8","-0,5","-3,1","6,5"
06-2020,Moratalaz,"11,8","-1,4",0,"4,1"
05-2020,Moratalaz,12,"-1,2","5,7","7,5"
04-2020,Moratalaz,"12,1","2,7",8,"8,3"
03-2020,Moratalaz,"11,8","4,1","5,2","8,4"
02-2020,Moratalaz,"11,4","1,1","0,7","4,8"
01-2020,Moratalaz,"11,2",0,"0,6","7,4"
12-2019,Moratalaz,"11,2","-0,4","-0,7",7
11-2019,Moratalaz,"11,3",1,"1,6","6,5"
10-2019,Moratalaz,"11,2","-1,4","1,1","6,5"
09-2019,Moratalaz,"11,3",2,"-0,3","6,2"
08-2019,Moratalaz,"11,1","0,5","-0,6",4
07-2019,Moratalaz,11,"-2,8","-1,5","4,1"
06-2019,Moratalaz,"11,4","1,8","4,2","5,5"
05-2019,Moratalaz,"11,2","-0,5","3,1","3,6"
04-2019,Moratalaz,"11,2","2,8","7,2","7,8"
03-2019,Moratalaz,"10,9","0,7","3,8","5,6"
02-2019,Moratalaz,"10,8","3,6","2,2","5,7"
01-2019,Moratalaz,"10,5","-0,4","-0,3","2,2"
12-2018,Moratalaz,"10,5","-0,8","-1,5","5,1"
11-2018,Moratalaz,"10,6",1,"-0,7",6
10-2018,Moratalaz,"10,5","-1,6","-1,2",6
09-2018,Moratalaz,"10,7","-0,1",-1,"9,9"
08-2018,Moratalaz,"10,7","0,5",-1,"8,6"
07-2018,Moratalaz,"10,6","-1,4","2,1","9,8"
06-2018,Moratalaz,"10,8","-0,1","4,2","12,3"
05-2018,Moratalaz,"10,8","3,7","5,2","14,2"
04-2018,Moratalaz,"10,4","0,7","1,6","10,9"
03-2018,Moratalaz,"10,3","0,8","3,4","11,1"
02-2018,Moratalaz,"10,2","0,1","2,5","8,9"
01-2018,Moratalaz,"10,2","2,4","3,4","10,3"
12-2017,Moratalaz,10,0,3,7
11-2017,Moratalaz,10,1,"1,7","7,7"
10-2017,Moratalaz,"9,9",2,"2,4","8,6"
09-2017,Moratalaz,"9,7","-1,3","1,2","7,8"
08-2017,Moratalaz,"9,8","1,7","4,1","10,6"
07-2017,Moratalaz,"9,7","0,8","3,1","10,5"
06-2017,Moratalaz,"9,6","1,5","3,1","9,4"
05-2017,Moratalaz,"9,4","0,7","0,3","6,5"
04-2017,Moratalaz,"9,4","0,8",1,"6,2"
03-2017,Moratalaz,"9,3","-1,2","-0,5","5,4"
02-2017,Moratalaz,"9,4","1,4","1,4","7,3"
01-2017,Moratalaz,"9,3","-0,6","1,9","6,3"
12-2016,Moratalaz,"9,3","0,6","3,8","6,6"
11-2016,Moratalaz,"9,3","1,9","4,5","7,4"
10-2016,Moratalaz,"9,1","1,3","4,2","7,1"
09-2016,Moratalaz,9,"1,2","2,7","4,8"
08-2016,Moratalaz,"8,9","1,6","0,2","3,5"
07-2016,Moratalaz,"8,8","-0,2","-0,8","2,5"
06-2016,Moratalaz,"8,8","-1,2","-0,6",3
05-2016,Moratalaz,"8,9","0,5","1,1",2
04-2016,Moratalaz,"8,8",0,1,"-0,4"
03-2016,Moratalaz,"8,8","0,6","0,6","2,4"
02-2016,Moratalaz,"8,8","0,4","1,5",2
01-2016,Moratalaz,"8,7","-0,3","2,7","3,5"
12-2015,Moratalaz,"8,8","1,4","2,1","6,6"
11-2015,Moratalaz,"8,6","1,6","0,7","4,9"
10-2015,Moratalaz,"8,5","-0,9","-0,3","3,1"
09-2015,Moratalaz,"8,6",0,1,"3,9"
08-2015,Moratalaz,"8,6","0,6","-1,3","3,1"
07-2015,Moratalaz,"8,5","0,3","-3,7","2,3"
06-2015,Moratalaz,"8,5","-2,2","-1,3","1,2"
05-2015,Moratalaz,"8,7","-1,8","1,1","4,4"
04-2015,Moratalaz,"8,9","2,8",5,"8,3"
03-2015,Moratalaz,"8,6","0,2","4,8","6,1"
02-2015,Moratalaz,"8,6",2,"4,4","7,7"
01-2015,Moratalaz,"8,4","2,6","2,3","5,5"
12-2014,Moratalaz,"8,2","-0,2","-0,5","1,6"
11-2014,Moratalaz,"8,2","-0,1",-1,"1,4"
10-2014,Moratalaz,"8,3","-0,2","-1,1","0,8"
09-2014,Moratalaz,"8,3","-0,8","-1,7","-0,3"
08-2014,Moratalaz,"8,3","-0,2",0,"-0,1"
07-2014,Moratalaz,"8,3","-0,7",2,"-1,4"
06-2014,Moratalaz,"8,4","0,9","3,5","-1,1"
05-2014,Moratalaz,"8,3","1,8","4,4","-2,8"
04-2014,Moratalaz,"8,2","0,7","2,4","-5,4"
03-2014,Moratalaz,"8,1","1,8","0,4","-5,3"
02-2014,Moratalaz,8,"-0,1","-1,8","-7,6"
01-2014,Moratalaz,8,"-1,2","-2,3","-7,5"
12-2013,Moratalaz,"8,1","-0,4","-2,4","-6,7"
11-2013,Moratalaz,"8,1","-0,7","-2,5","-5,3"
10-2013,Moratalaz,"8,2","-1,3","-3,3","-5,1"
09-2013,Moratalaz,"8,3","-0,6","-2,5","-5,1"
08-2013,Moratalaz,"8,3","-1,5","-2,8","-5,1"
07-2013,Moratalaz,"8,5","-0,4","-2,1","-5,4"
06-2013,Moratalaz,"8,5","-0,8","-0,9","-5,5"
05-2013,Moratalaz,"8,6","-0,8","-0,8","-5,9"
04-2013,Moratalaz,"8,6","0,8",0,"-6,3"
03-2013,Moratalaz,"8,6","-0,7","-1,1",-7
02-2013,Moratalaz,"8,6",0,"0,8","-6,3"
01-2013,Moratalaz,"8,6","-0,3","0,2","-6,3"
12-2012,Moratalaz,"8,7","1,1","-0,7","-5,1"
11-2012,Moratalaz,"8,6","-0,6","-2,3","-7,6"
10-2012,Moratalaz,"8,6","-1,2","-3,5","-6,7"
09-2012,Moratalaz,"8,7","-0,5","-2,9","-4,6"
08-2012,Moratalaz,"8,8","-1,8","-3,6","-4,8"
07-2012,Moratalaz,"8,9","-0,6","-3,1","-3,4"
06-2012,Moratalaz,9,"-1,2","-2,5","-1,5"
05-2012,Moratalaz,"9,1","-1,3","-1,3","0,2"
04-2012,Moratalaz,"9,2",0,0,"3,2"
03-2012,Moratalaz,"9,2",0,1,"2,6"
02-2012,Moratalaz,"9,2",0,"-0,6","3,4"
01-2012,Moratalaz,"9,2",1,"-0,2",
12-2011,Moratalaz,"9,1","-1,6","-0,3",
11-2011,Moratalaz,"9,3","0,4","0,6",
10-2011,Moratalaz,"9,3","0,9","-0,2",
09-2011,Moratalaz,"9,2","-0,7","0,3",
08-2011,Moratalaz,"9,2","-0,4","1,5",
07-2011,Moratalaz,"9,3","1,4","3,6",
06-2011,Moratalaz,"9,1","0,5","1,6",
05-2011,Moratalaz,"9,1","1,6","1,8",
04-2011,Moratalaz,"8,9","-0,6",,
03-2011,Moratalaz,9,"0,8",,
02-2011,Moratalaz,"8,9",,,
01-2011,Moratalaz,,,,
12-2010,Moratalaz,,,,
11-2010,Moratalaz,,,,
10-2010,Moratalaz,,,,
09-2010,Moratalaz,,,,
08-2010,Moratalaz,,,,
07-2010,Moratalaz,,,,
06-2010,Moratalaz,,,,
05-2010,Moratalaz,,,,
04-2010,Moratalaz,,,,
03-2010,Moratalaz,,,,
02-2010,Moratalaz,,,,
01-2010,Moratalaz,,,,
12-2009,Moratalaz,,,,
11-2009,Moratalaz,,,,
10-2009,Moratalaz,,,,
09-2009,Moratalaz,,,,
08-2009,Moratalaz,,,,
07-2009,Moratalaz,,,,
06-2009,Moratalaz,,,,
05-2009,Moratalaz,,,,
04-2009,Moratalaz,,,,
03-2009,Moratalaz,,,,
02-2009,Moratalaz,,,,
01-2009,Moratalaz,,,,
12-2008,Moratalaz,,,,
11-2008,Moratalaz,,,,
10-2008,Moratalaz,,,,
09-2008,Moratalaz,,,,
08-2008,Moratalaz,,,,
07-2008,Moratalaz,,,,
06-2008,Moratalaz,,,,
05-2008,Moratalaz,,,,
04-2008,Moratalaz,,,,
03-2008,Moratalaz,,,,
02-2008,Moratalaz,,,,
01-2008,Moratalaz,,,,
12-2007,Moratalaz,,,,
11-2007,Moratalaz,,,,
10-2007,Moratalaz,,,,
09-2007,Moratalaz,,,,
08-2007,Moratalaz,,,,
07-2007,Moratalaz,,,,
06-2007,Moratalaz,,,,
05-2007,Moratalaz,,,,
04-2007,Moratalaz,,,,
03-2007,Moratalaz,,,,
02-2007,Moratalaz,,,,
01-2007,Moratalaz,,,,
12-2006,Moratalaz,,,,
11-2006,Moratalaz,,,,
10-2006,Moratalaz,,,,
09-2006,Moratalaz,,,,
08-2006,Moratalaz,,,,
07-2006,Moratalaz,,,,
06-2006,Moratalaz,,,,
05-2006,Moratalaz,,,,
04-2006,Moratalaz,,,,
03-2006,Moratalaz,,,,
02-2006,Moratalaz,,,,
01-2006,Moratalaz,,,,
04-2024,Puente de Vallecas,"15,3","0,6",7,"14,7"
03-2024,Puente de Vallecas,"15,2","4,5","6,7","13,6"
02-2024,Puente de Vallecas,"14,6","1,8","2,9","10,9"
01-2024,Puente de Vallecas,"14,3","0,3",3,"8,9"
12-2023,Puente de Vallecas,"14,3","0,8","2,8","10,7"
11-2023,Puente de Vallecas,"14,1","1,9","2,6","11,2"
10-2023,Puente de Vallecas,"13,9","0,1",1,"8,1"
09-2023,Puente de Vallecas,"13,9","0,6","1,9","9,2"
08-2023,Puente de Vallecas,"13,8","0,3","2,8","10,7"
07-2023,Puente de Vallecas,"13,7",1,3,"12,5"
06-2023,Puente de Vallecas,"13,6","1,5","1,7","10,9"
05-2023,Puente de Vallecas,"13,4","0,5","2,1","8,7"
04-2023,Puente de Vallecas,"13,3","-0,4","1,6",8
03-2023,Puente de Vallecas,"13,4",2,"3,9",12
02-2023,Puente de Vallecas,"13,1",0,"3,2","9,7"
01-2023,Puente de Vallecas,"13,1","1,9","2,2","9,4"
12-2022,Puente de Vallecas,"12,9","1,3","1,5","7,5"
11-2022,Puente de Vallecas,"12,7",-1,"2,1","5,5"
10-2022,Puente de Vallecas,"12,8","1,2","5,2","7,3"
09-2022,Puente de Vallecas,"12,7","1,9","3,4","9,1"
08-2022,Puente de Vallecas,"12,5",2,1,"6,8"
07-2022,Puente de Vallecas,"12,2","-0,5","-1,1","5,2"
06-2022,Puente de Vallecas,"12,3","-0,5","2,7","6,6"
05-2022,Puente de Vallecas,"12,3","-0,1",3,7
04-2022,Puente de Vallecas,"12,3","3,3","2,9","5,9"
03-2022,Puente de Vallecas,"11,9","-0,1","-0,3","2,1"
02-2022,Puente de Vallecas,12,"-0,2","-0,7","2,6"
01-2022,Puente de Vallecas,12,"0,1","0,2","2,8"
12-2021,Puente de Vallecas,12,"-0,6","3,1","0,8"
11-2021,Puente de Vallecas,"12,1","0,6","3,4","-0,7"
10-2021,Puente de Vallecas,12,3,"3,2","-2,5"
09-2021,Puente de Vallecas,"11,6","-0,2",1,"-5,4"
08-2021,Puente de Vallecas,"11,7","0,5","1,1","-5,1"
07-2021,Puente de Vallecas,"11,6","0,7","-0,5","-6,1"
06-2021,Puente de Vallecas,"11,5","-0,1","-1,6","-7,5"
05-2021,Puente de Vallecas,"11,5","-1,1","-1,2","-6,9"
04-2021,Puente de Vallecas,"11,7","-0,4","-0,1","-5,1"
03-2021,Puente de Vallecas,"11,7","0,3","-1,6","-6,3"
02-2021,Puente de Vallecas,"11,7",0,"-3,8","-6,4"
01-2021,Puente de Vallecas,"11,7","-1,9",-5,"-5,6"
12-2020,Puente de Vallecas,"11,9",-2,"-3,3","-3,2"
11-2020,Puente de Vallecas,"12,1","-1,2","-1,3","-1,4"
10-2020,Puente de Vallecas,"12,3","-0,2","-0,6","0,6"
09-2020,Puente de Vallecas,"12,3","0,1","-1,2","1,3"
08-2020,Puente de Vallecas,"12,3","-0,5","-0,7","0,6"
07-2020,Puente de Vallecas,"12,3","-0,7","0,5",2
06-2020,Puente de Vallecas,"12,4","0,6","-0,3","4,3"
05-2020,Puente de Vallecas,"12,4","0,7","-0,7","7,5"
04-2020,Puente de Vallecas,"12,3","-1,6","-0,6","7,8"
03-2020,Puente de Vallecas,"12,5","0,2","1,7","8,4"
02-2020,Puente de Vallecas,"12,5","0,8","1,2","8,7"
01-2020,Puente de Vallecas,"12,4","0,7","1,4","10,9"
12-2019,Puente de Vallecas,"12,3","-0,2","1,2",8
11-2019,Puente de Vallecas,"12,3","0,9","0,8","9,4"
10-2019,Puente de Vallecas,"12,2","0,5","0,7",10
09-2019,Puente de Vallecas,"12,1","-0,6","1,7","9,3"
08-2019,Puente de Vallecas,"12,2","0,8","6,1","9,1"
07-2019,Puente de Vallecas,"12,1","1,6","6,3","8,8"
06-2019,Puente de Vallecas,"11,9","3,6","3,6","8,5"
05-2019,Puente de Vallecas,"11,5",1,"0,5","4,9"
04-2019,Puente de Vallecas,"11,4",-1,"2,2","3,3"
03-2019,Puente de Vallecas,"11,5","0,5","1,2","7,1"
02-2019,Puente de Vallecas,"11,5","2,8","1,9","7,1"
01-2019,Puente de Vallecas,"11,1",-2,"0,5","4,7"
12-2018,Puente de Vallecas,"11,4","1,1","2,4",9
11-2018,Puente de Vallecas,"11,2","1,4","0,5","8,9"
10-2018,Puente de Vallecas,"11,1","-0,1","-0,4","11,1"
09-2018,Puente de Vallecas,"11,1","-0,8",1,"11,2"
08-2018,Puente de Vallecas,"11,2","0,6",2,"12,2"
07-2018,Puente de Vallecas,"11,1","1,3",1,"11,6"
06-2018,Puente de Vallecas,11,"0,1","2,3",10
05-2018,Puente de Vallecas,11,"-0,4","2,6","10,1"
04-2018,Puente de Vallecas,11,"2,6","3,6","12,7"
03-2018,Puente de Vallecas,"10,7","0,4",3,"11,8"
02-2018,Puente de Vallecas,"10,7","0,5","3,6","11,8"
01-2018,Puente de Vallecas,"10,6",2,"6,7","10,2"
12-2017,Puente de Vallecas,"10,4",1,"4,5","10,6"
11-2017,Puente de Vallecas,"10,3","3,5","3,5","11,4"
10-2017,Puente de Vallecas,10,0,0,9
09-2017,Puente de Vallecas,10,0,0,9
08-2017,Puente de Vallecas,10,0,"0,1",9
07-2017,Puente de Vallecas,10,"-0,1",2,"8,8"
06-2017,Puente de Vallecas,10,"0,2","3,9","8,9"
05-2017,Puente de Vallecas,10,"1,9","4,2","11,9"
04-2017,Puente de Vallecas,"9,8","1,8","1,3","11,9"
03-2017,Puente de Vallecas,"9,6","0,5","1,8",11
02-2017,Puente de Vallecas,"9,6",-1,"3,2","10,8"
01-2017,Puente de Vallecas,"9,7","2,3","5,5","10,9"
12-2016,Puente de Vallecas,"9,4","1,8","3,1",8
11-2016,Puente de Vallecas,"9,3","1,3","1,3","6,5"
10-2016,Puente de Vallecas,"9,2",0,"-0,1","6,9"
09-2016,Puente de Vallecas,"9,2",0,"-0,1","8,4"
08-2016,Puente de Vallecas,"9,2","-0,2","2,8",7
07-2016,Puente de Vallecas,"9,2",0,"4,8","6,7"
06-2016,Puente de Vallecas,"9,2","2,9","5,9","8,5"
05-2016,Puente de Vallecas,"8,9","1,8","3,2","5,4"
04-2016,Puente de Vallecas,"8,7",1,"0,4",5
03-2016,Puente de Vallecas,"8,7","0,3","-0,9","5,2"
02-2016,Puente de Vallecas,"8,6","-0,9","-0,8","4,4"
01-2016,Puente de Vallecas,"8,7","-0,3","1,7","4,6"
12-2015,Puente de Vallecas,"8,7","0,4","3,4","4,9"
11-2015,Puente de Vallecas,"8,7","1,6","1,7","4,3"
10-2015,Puente de Vallecas,"8,6","1,4","-0,3","2,9"
09-2015,Puente de Vallecas,"8,4","-1,3",0,"2,7"
08-2015,Puente de Vallecas,"8,6","-0,4","1,3","3,4"
07-2015,Puente de Vallecas,"8,6","1,7","3,2","3,1"
06-2015,Puente de Vallecas,"8,4",0,"2,7","1,4"
05-2015,Puente de Vallecas,"8,4","1,5","2,2","1,4"
04-2015,Puente de Vallecas,"8,3","1,2",0,0
03-2015,Puente de Vallecas,"8,2","-0,5","-1,2","-1,2"
02-2015,Puente de Vallecas,"8,3","-0,7","-0,9","-0,7"
01-2015,Puente de Vallecas,"8,3",0,"0,1","-0,8"
12-2014,Puente de Vallecas,"8,3","-0,2","1,2",-1
11-2014,Puente de Vallecas,"8,3","0,2","0,8","-2,1"
10-2014,Puente de Vallecas,"8,3","1,2","-0,1","-3,8"
09-2014,Puente de Vallecas,"8,2","-0,6","-1,3","-5,3"
08-2014,Puente de Vallecas,"8,3","-0,6","-0,7","-4,5"
07-2014,Puente de Vallecas,"8,3",0,0,"-4,5"
06-2014,Puente de Vallecas,"8,3",0,"0,1","-4,9"
05-2014,Puente de Vallecas,"8,3","0,1","0,1","-5,6"
04-2014,Puente de Vallecas,"8,3",0,"-0,8",-6
03-2014,Puente de Vallecas,"8,3",0,-1,"-6,7"
02-2014,Puente de Vallecas,"8,3","-0,8","-2,3","-7,4"
01-2014,Puente de Vallecas,"8,4","-0,2",-3,"-6,6"
12-2013,Puente de Vallecas,"8,4","-1,3","-3,2","-7,2"
11-2013,Puente de Vallecas,"8,5","-1,6","-1,8","-7,5"
10-2013,Puente de Vallecas,"8,7","-0,4","-0,8","-6,5"
09-2013,Puente de Vallecas,"8,7","0,2","-0,9",-7
08-2013,Puente de Vallecas,"8,7","-0,6","-1,7","-7,2"
07-2013,Puente de Vallecas,"8,7","-0,5","-1,6","-7,4"
06-2013,Puente de Vallecas,"8,8","-0,7","-1,8","-8,3"
05-2013,Puente de Vallecas,"8,8","-0,4","-1,9","-6,9"
04-2013,Puente de Vallecas,"8,9","-0,7","-1,4","-5,6"
03-2013,Puente de Vallecas,"8,9","-0,7","-1,5","-6,1"
02-2013,Puente de Vallecas,9,0,"-2,4","-5,8"
01-2013,Puente de Vallecas,9,"-0,8","-2,9","-6,5"
12-2012,Puente de Vallecas,"9,1","-1,6","-2,9","-6,1"
11-2012,Puente de Vallecas,"9,2","-0,5","-1,5","-4,8"
10-2012,Puente de Vallecas,"9,3","-0,8","-1,7","-5,8"
09-2012,Puente de Vallecas,"9,3","-0,1","-2,3",-5
08-2012,Puente de Vallecas,"9,3","-0,7","-1,4",-4
07-2012,Puente de Vallecas,"9,4","-1,5","0,3","-4,3"
06-2012,Puente de Vallecas,"9,6","0,8","0,5","-2,9"
05-2012,Puente de Vallecas,"9,5",1,"-0,8","-3,3"
04-2012,Puente de Vallecas,"9,4","-1,3","-2,4",-6
03-2012,Puente de Vallecas,"9,5","-0,5","-1,5","-4,8"
02-2012,Puente de Vallecas,"9,6","-0,7","-1,3","-4,4"
01-2012,Puente de Vallecas,"9,6","-0,4","-2,2","-3,6"
12-2011,Puente de Vallecas,"9,7","-0,3","-1,8","-3,1"
11-2011,Puente de Vallecas,"9,7","-1,5","-0,6",-3
10-2011,Puente de Vallecas,"9,8","0,1","-0,1","-1,5"
09-2011,Puente de Vallecas,"9,8","0,9","-0,2","-1,5"
08-2011,Puente de Vallecas,"9,7","-1,1","-0,7","-2,5"
07-2011,Puente de Vallecas,"9,8",0,"-1,4","-1,4"
06-2011,Puente de Vallecas,"9,8","0,4","-1,5","-1,4"
05-2011,Puente de Vallecas,"9,8","-1,9","-1,9",-2
04-2011,Puente de Vallecas,10,"-0,1","0,1","-3,6"
03-2011,Puente de Vallecas,10,0,"0,3","-3,1"
02-2011,Puente de Vallecas,10,"0,1","0,1","-4,1"
01-2011,Puente de Vallecas,10,"0,1",0,
12-2010,Puente de Vallecas,10,"-0,2","-0,1",
11-2010,Puente de Vallecas,10,0,"-0,1",
10-2010,Puente de Vallecas,10,0,"-0,1",
09-2010,Puente de Vallecas,10,"-0,1","-0,1",
08-2010,Puente de Vallecas,10,0,"-0,1",
07-2010,Puente de Vallecas,10,0,"-3,6",
06-2010,Puente de Vallecas,10,"-0,1","-3,1",
05-2010,Puente de Vallecas,10,"-3,4",-4,
04-2010,Puente de Vallecas,"10,4","0,5",,
03-2010,Puente de Vallecas,"10,3",-1,,
02-2010,Puente de Vallecas,"10,4",,,
01-2010,Puente de Vallecas,,,,
12-2009,Puente de Vallecas,,,,
11-2009,Puente de Vallecas,,,,
10-2009,Puente de Vallecas,,,,
09-2009,Puente de Vallecas,,,,
08-2009,Puente de Vallecas,,,,
07-2009,Puente de Vallecas,,,,
06-2009,Puente de Vallecas,,,,
05-2009,Puente de Vallecas,,,,
04-2009,Puente de Vallecas,,,,
03-2009,Puente de Vallecas,,,,
02-2009,Puente de Vallecas,,,,
01-2009,Puente de Vallecas,,,,
12-2008,Puente de Vallecas,,,,
11-2008,Puente de Vallecas,,,,
10-2008,Puente de Vallecas,,,,
09-2008,Puente de Vallecas,,,,
08-2008,Puente de Vallecas,,,,
07-2008,Puente de Vallecas,,,,
06-2008,Puente de Vallecas,,,,
05-2008,Puente de Vallecas,,,,
04-2008,Puente de Vallecas,,,,
03-2008,Puente de Vallecas,,,,
02-2008,Puente de Vallecas,,,,
01-2008,Puente de Vallecas,,,,
12-2007,Puente de Vallecas,,,,
11-2007,Puente de Vallecas,,,,
10-2007,Puente de Vallecas,,,,
09-2007,Puente de Vallecas,,,,
08-2007,Puente de Vallecas,,,,
07-2007,Puente de Vallecas,,,,
06-2007,Puente de Vallecas,,,,
05-2007,Puente de Vallecas,,,,
04-2007,Puente de Vallecas,,,,
03-2007,Puente de Vallecas,,,,
02-2007,Puente de Vallecas,,,,
